Temporada,Jornada,Equipo,Jugador,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,13,Valencia,Julen Agirrezabala,G,10,3,6.9,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,5
25/26,13,Valencia,José Luis Gayà,D,12,4,6.7,90,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,14
25/26,13,Valencia,Thierry Correia,D,9,3,7.3,85,0,0,1,1,0,0,5,6,0,0,0,0,0,0,0,0,0,9
25/26,13,Valencia,José Copete,D,9,3,7.1,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7
25/26,13,Valencia,César Tárrega,D,9,2,6.9,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7
25/26,13,Valencia,Pepelu,M,7,3,7.1,90,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,10
25/26,13,Valencia,Javier Guerra,M,7,3,7.0,85,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,17
25/26,13,Valencia,André Almeida,M,11,4,7.7,85,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,11
25/26,13,Valencia,Arnaut Danjuma,M,4,1,6.4,73,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
25/26,13,Valencia,Diego López,M,5,2,6.8,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13
25/26,13,Valencia,Lucas Beltrán,F,2,1,6.3,54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
25/26,13,Valencia,Dimitri Foulquier,D,2,1,6.7,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
25/26,13,Valencia,Luis Rioja,F,2,1,6.3,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
25/26,13,Valencia,Baptiste Santamaria,M,2,1,6.8,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
25/26,13,Valencia,Dani Raba,F,1,0,6.3,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
25/26,13,Valencia,Hugo Duro,F,8,3,7.6,36,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10
25/26,13,Levante UD,Mathew Ryan,G,5,2,7.0,90,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,10
25/26,13,Levante UD,Unai Elgezabal,M,2,1,6.7,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10
25/26,13,Levante UD,Jeremy Toljan,D,3,1,7.0,90,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8
25/26,13,Levante UD,Adrián de la Fuente,D,4,2,6.8,90,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,9
25/26,13,Levante UD,Manuel Sánchez,D,5,2,6.8,90,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,8
25/26,13,Levante UD,Matias Moreno,D,6,1,6.9,90,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,5
25/26,13,Levante UD,Unai Vencedor,M,1,0,6.6,84,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,13
25/26,13,Levante UD,Oriol Rey,M,6,1,6.4,70,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3
25/26,13,Levante UD,Carlos Álvarez,M,-1,0,6.1,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22
25/26,13,Levante UD,Iván Romero,M,5,1,6.9,70,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,14
25/26,13,Levante UD,Etta Eyong,F,4,1,6.6,70,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
25/26,13,Levante UD,Jon Ander Olasagasti,M,2,1,6.8,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
25/26,13,Levante UD,Kervin Arriaga,M,2,1,6.4,20,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3
25/26,13,Levante UD,José Luis Morales,F,1,0,6.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,13,Levante UD,Roger Brugué,M,2,1,6.5,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,13,Levante UD,Goduine Koyalipou,F,2,1,6.6,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25/26,13,Deportivo Alavés,Antonio Sivera,G,3,2,6.5,90,0,0,0,0,0,0,9,1,3,0,0,1,0,0,0,0,0,14
25/26,13,Deportivo Alavés,Jonny Otto,D,3,1,6.7,81,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,6
25/26,13,Deportivo Alavés,Jon Pacheco,D,2,1,6.8,90,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5
25/26,13,Deportivo Alavés,Nahuel Tenaglia,D,8,3,6.9,90,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,7
25/26,13,Deportivo Alavés,Youssef Enriquez Lekhedim,D,4,1,6.3,90,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,14
25/26,13,Deportivo Alavés,Denis Suárez,M,6,3,7.2,81,0,0,2,2,0,0,7,1,0,0,0,0,0,0,0,0,0,13
25/26,13,Deportivo Alavés,Carles Aleñá,M,3,2,6.6,61,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,11
25/26,13,Deportivo Alavés,Antonio Blanco,M,6,2,6.6,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,16
25/26,13,Deportivo Alavés,Carlos Vicente,M,3,1,6.5,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
25/26,13,Deportivo Alavés,Toni Martínez,F,2,1,6.4,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13
25/26,13,Deportivo Alavés,Lucas Boyé,F,3,1,6.2,90,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15
25/26,13,Deportivo Alavés,Jon Guridi,M,2,1,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25/26,13,Deportivo Alavés,Ander Guevara,M,2,1,6.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25/26,13,Deportivo Alavés,Pablo Ibáñez,M,1,1,6.2,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
25/26,13,Deportivo Alavés,Abderrahman Rebbach,F,2,1,6.8,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
25/26,13,Deportivo Alavés,Mariano Díaz,F,2,1,6.3,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
25/26,13,Celta Vigo,Ionuț Radu,G,11,3,7.2,90,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,10
25/26,13,Celta Vigo,Marcos Alonso,D,10,3,7.5,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5
25/26,13,Celta Vigo,Sergio Carreira,M,9,4,7.3,90,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,15
25/26,13,Celta Vigo,Carl Starfelt,D,10,3,7.3,73,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1
25/26,13,Celta Vigo,Javi Rodríguez,D,6,2,7.2,90,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10
25/26,13,Celta Vigo,Javier Rueda,M,4,1,6.4,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
