Temporada,Jornada,Equipo,Jugador,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,35,Las Palmas,Dinko Horkaš,G,7,3,7.1,90,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,16
24-25,35,Las Palmas,Alex Suárez,D,2,0,6.9,70,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6
24-25,35,Las Palmas,Viti Rozada,D,7,2,7.2,90,0,0,1,2,0,0,6,3,0,0,0,0,0,0,0,0,0,7
24-25,35,Las Palmas,Mika Mármol,D,3,2,7.3,90,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,27
24-25,35,Las Palmas,Juanma Herzog,D,5,1,6.9,90,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,6
24-25,35,Las Palmas,Adnan Januzaj,F,3,1,6.4,70,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
24-25,35,Las Palmas,Javier Muñoz,M,4,1,6.5,70,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10
24-25,35,Las Palmas,Dário Essugo,M,0,0,6.9,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
24-25,35,Las Palmas,Alberto Moleiro,M,8,3,7.6,90,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11
24-25,35,Las Palmas,Stefan Bajčetić,M,2,1,6.8,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
24-25,35,Las Palmas,Oliver McBurnie,F,3,1,6.8,90,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,10
24-25,35,Las Palmas,José Campaña,M,2,1,7.0,20,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
24-25,35,Las Palmas,Manuel Fuster,M,2,1,6.8,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
24-25,35,Las Palmas,Marvin Park,D,0,0,6.1,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
24-25,35,Las Palmas,Sandro Ramírez,F,2,1,6.7,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
24-25,35,Las Palmas,Jaime Mata,F,2,1,6.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
