Temporada,Jornada,Equipo,Jugador,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,28,Las Palmas,Jasper Cillessen,G,1,0,6.5,90,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,2
24-25,28,Las Palmas,Álex Muñoz,D,-1,0,6.6,45,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,14
24-25,28,Las Palmas,Alex Suárez,D,2,1,6.6,60,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,28,Las Palmas,Scott McKenna,D,2,1,6.7,90,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,9
24-25,28,Las Palmas,Juanma Herzog,D,2,1,6.7,90,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5
24-25,28,Las Palmas,José Campaña,M,1,1,6.7,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
24-25,28,Las Palmas,Javier Muñoz,M,4,2,7.1,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
24-25,28,Las Palmas,Alberto Moleiro,M,11,4,7.9,90,1,0,2,1,3,0,3,1,0,0,0,0,0,0,0,0,0,15
24-25,28,Las Palmas,Stefan Bajčetić,M,3,2,6.8,45,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,6
24-25,28,Las Palmas,Sandro Ramírez,M,0,0,6.4,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12
24-25,28,Las Palmas,Fábio Silva,F,7,3,7.3,90,1,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,14
24-25,28,Las Palmas,Mika Mármol,D,2,1,6.5,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
24-25,28,Las Palmas,Adnan Januzaj,M,2,1,6.7,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
24-25,28,Las Palmas,Manuel Fuster,M,1,1,6.6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24-25,28,Las Palmas,Marvin Park,D,2,1,6.5,30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7
